superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label
814,-70,-67,-64,-51,-69,-73,-65,-67,-62,-80,0
815,-70,-73,-67,-53,-67,-73,-66,-65,-62,-78,0
816,-73,-68,-65,-54,-74,-74,-75,-68,-65,-77,0
817,-75,-66,-70,-51,-75,-75,-81,-70,-64,-78,0
818,-83,-66,-65,-55,-70,-73,-77,-65,-64,-80,0
819,-72,-63,-65,-57,-78,-79,-76,-67,-68,-80,0
820,-64,-57,-68,-55,-71,-75,-75,-64,-65,-81,0
821,-63,-63,-70,-55,-100,-70,-73,-65,-66,-82,0
822,-65,-60,-61,-52,-72,-69,-77,-64,-67,-81,0
823,-64,-57,-73,-52,-78,-68,-68,-66,-66,-87,0
824,-62,-58,-63,-51,-76,-67,-79,-66,-70,-81,0
825,-62,-57,-73,-55,-74,-65,-64,-66,-66,-82,0
826,-62,-60,-59,-61,-77,-67,-65,-67,-65,-76,0
827,-62,-61,-62,-55,-75,-72,-63,-65,-66,-82,0
828,-70,-63,-58,-61,-76,-71,-65,-69,-63,-77,0
829,-68,-72,-62,-61,-72,-67,-65,-67,-68,-80,0
830,-77,-70,-64,-50,-73,-67,-64,-69,-68,-80,0
831,-68,-63,-67,-58,-73,-70,-65,-71,-67,-85,0
832,-65,-58,-61,-57,-77,-71,-66,-75,-69,-83,0
833,-62,-59,-64,-53,-78,-67,-64,-73,-71,-83,0
834,-65,-56,-65,-54,-75,-64,-63,-74,-70,-85,0
835,-74,-55,-64,-58,-100,-66,-64,-73,-71,-74,0
836,-68,-59,-63,-58,-76,-68,-63,-71,-74,-71,0
837,-64,-58,-69,-68,-82,-63,-72,-69,-100,-74,0
838,-67,-57,-63,-61,-83,-67,-68,-67,-75,-72,0
839,-63,-55,-63,-64,-87,-67,-82,-63,-68,-69,0
840,-60,-58,-73,-68,-66,-71,-69,-64,-66,-69,0
841,-64,-60,-61,-60,-63,-63,-74,-68,-65,-72,0
842,-63,-65,-68,-65,-66,-64,-66,-65,-75,-81,0
843,-57,-59,-71,-61,-67,-67,-74,-74,-65,-75,0
844,-69,-57,-65,-67,-74,-65,-71,-69,-72,-76,0
845,-79,-50,-75,-65,-77,-72,-66,-64,-62,-76,0
846,-66,-52,-67,-65,-70,-77,-61,-63,-64,-73,0
847,-67,-54,-66,-72,-71,-67,-67,-71,-65,-79,0
848,-64,-52,-71,-70,-68,-70,-62,-68,-62,-66,0
849,-57,-58,-73,-67,-66,-64,-62,-62,-60,-74,0
850,-65,-58,-72,-73,-66,-74,-75,-62,-62,-71,0
851,-69,-55,-71,-72,-72,-72,-70,-67,-63,-73,0
852,-62,-52,-78,-75,-61,-62,-62,-69,-68,-64,0
853,-61,-51,-81,-69,-75,-62,-65,-65,-78,-78,0
854,-67,-50,-78,-83,-63,-66,-62,-62,-100,-66,0
855,-59,-52,-80,-100,-72,-61,-59,-67,-64,-68,0
856,-64,-51,-68,-72,-64,-70,-71,-68,-63,-100,0
857,-56,-51,-70,-72,-64,-76,-72,-77,-70,-69,0
858,-56,-53,-100,-67,-61,-78,-68,-64,-68,-70,0
859,-62,-60,-80,-82,-64,-62,-62,-65,-63,-72,0
860,-60,-69,-77,-100,-60,-66,-60,-72,-67,-68,0
861,-56,-77,-81,-73,-65,-63,-64,-61,-60,-72,0
862,-84,-57,-79,-84,-55,-73,-72,-67,-63,-56,0
863,-75,-58,-75,-81,-62,-62,-70,-77,-66,-72,0
864,-66,-70,-79,-70,-61,-60,-64,-67,-65,-64,0
865,-66,-56,-77,-69,-62,-61,-67,-64,-63,-69,0
866,-61,-60,-84,-82,-49,-70,-58,-68,-71,-61,0
867,-59,-57,-76,-100,-56,-74,-61,-67,-62,-72,0
868,-69,-66,-78,-69,-66,-56,-67,-68,-58,-71,0
869,-70,-62,-73,-80,-56,-56,-71,-62,-57,-72,0
870,-63,-69,-80,-73,-64,-62,-66,-78,-67,-66,0
871,-69,-65,-84,-76,-65,-56,-68,-61,-60,-67,0
872,-71,-64,-74,-70,-56,-54,-62,-62,-59,-62,0
873,-64,-62,-80,-77,-66,-67,-62,-70,-67,-72,0
874,-70,-69,-80,-72,-56,-51,-62,-69,-66,-61,0
875,-62,-75,-74,-72,-55,-63,-74,-64,-72,-61,0
876,-72,-80,-70,-100,-59,-57,-71,-73,-64,-63,0
877,-67,-64,-81,-81,-60,-58,-63,-66,-63,-69,0
878,-64,-74,-78,-78,-57,-62,-58,-66,-59,-78,0
879,-65,-100,-78,-84,-65,-67,-58,-64,-67,-69,0
880,-69,-81,-85,-77,-58,-61,-62,-67,-59,-71,0
881,-68,-67,-83,-81,-59,-60,-66,-63,-62,-72,0
882,-74,-70,-79,-85,-59,-60,-64,-64,-60,-64,0
883,-79,-67,-85,-83,-66,-57,-61,-78,-62,-64,0
884,-64,-75,-84,-82,-62,-56,-66,-76,-66,-69,0
885,-76,-72,-75,-100,-57,-54,-57,-67,-70,-70,0
886,-65,-64,-79,-78,-62,-60,-64,-63,-59,-64,0
887,-70,-70,-78,-80,-67,-70,-58,-62,-58,-64,0
888,-80,-81,-83,-100,-61,-73,-80,-64,-60,-64,0
889,-69,-71,-100,-79,-58,-61,-61,-73,-62,-71,0
890,-72,-66,-85,-81,-61,-63,-68,-65,-62,-66,0
891,-79,-69,-81,-74,-59,-65,-59,-64,-58,-72,0
892,-72,-71,-83,-83,-62,-75,-57,-65,-66,-67,0
893,-68,-77,-100,-82,-62,-63,-71,-67,-60,-62,0
894,-85,-73,-82,-80,-64,-63,-63,-68,-57,-60,0
895,-71,-81,-81,-100,-69,-69,-65,-70,-64,-66,0
896,-73,-70,-80,-100,-61,-74,-56,-70,-60,-69,0
897,-83,-72,-80,-86,-67,-82,-59,-65,-64,-64,0
898,-72,-83,-79,-83,-68,-69,-61,-64,-61,-63,0
899,-75,-77,-100,-76,-62,-69,-64,-65,-60,-70,0
900,-77,-83,-77,-80,-62,-66,-62,-60,-61,-69,0
901,-72,-64,-100,-86,-67,-67,-78,-62,-57,-78,0
902,-82,-84,-75,-77,-62,-69,-60,-60,-66,-69,0
903,-82,-77,-84,-77,-71,-71,-62,-64,-62,-70,0
904,-77,-75,-87,-78,-57,-69,-58,-70,-64,-77,0
905,-78,-83,-79,-100,-63,-68,-62,-64,-64,-72,0
906,-72,-82,-82,-86,-65,-71,-64,-64,-73,-63,1
907,-70,-72,-82,-82,-69,-100,-64,-66,-67,-63,1
908,-88,-73,-89,-76,-69,-68,-56,-59,-67,-72,1
909,-100,-79,-100,-82,-69,-63,-61,-55,-63,-71,1
910,-74,-72,-82,-80,-62,-67,-78,-58,-66,-80,1
911,-76,-74,-75,-100,-69,-64,-65,-70,-100,-68,1
912,-78,-70,-81,-100,-67,-64,-68,-73,-68,-64,1
913,-89,-74,-75,-100,-64,-70,-63,-68,-72,-70,1
914,-87,-78,-100,-84,-70,-69,-68,-64,-62,-79,1
915,-77,-74,-100,-100,-73,-74,-60,-70,-71,-77,1
916,-100,-79,-83,-100,-62,-82,-59,-66,-66,-77,1
917,-78,-74,-100,-86,-72,-66,-64,-62,-70,-67,1
918,-90,-74,-100,-78,-69,-74,-63,-64,-68,-68,1
919,-78,-75,-100,-82,-65,-65,-61,-65,-75,-72,1
920,-80,-73,-83,-100,-71,-69,-66,-64,-67,-71,1
921,-71,-74,-75,-83,-64,-65,-56,-68,-64,-76,1
922,-83,-81,-100,-100,-67,-100,-57,-62,-62,-78,1
923,-83,-74,-82,-87,-62,-70,-65,-62,-72,-74,1
924,-100,-76,-82,-87,-63,-67,-57,-68,-63,-66,1
925,-100,-80,-82,-83,-69,-75,-59,-80,-64,-67,1
926,-75,-74,-75,-80,-65,-69,-62,-100,-63,-74,1
927,-75,-84,-78,-80,-66,-67,-56,-71,-70,-73,1
928,-82,-73,-80,-76,-64,-72,-64,-59,-62,-69,1
929,-70,-75,-79,-88,-67,-70,-55,-59,-81,-79,1
930,-73,-79,-74,-83,-64,-76,-58,-61,-67,-72,1
931,-84,-76,-78,-100,-72,-72,-54,-64,-65,-68,1
932,-81,-88,-75,-77,-72,-72,-61,-66,-74,-64,1
933,-72,-74,-81,-81,-68,-74,-59,-64,-62,-71,1
934,-83,-73,-80,-88,-65,-80,-62,-60,-63,-77,1
935,-82,-76,-80,-84,-72,-70,-57,-69,-64,-76,1
936,-83,-77,-88,-100,-75,-75,-55,-64,-68,-71,1
937,-73,-78,-80,-100,-65,-69,-55,-61,-73,-63,1
938,-100,-100,-100,-100,-100,-66,-55,-100,-100,-82,1
939,-72,-76,-83,-81,-75,-82,-54,-61,-84,-71,1
940,-82,-76,-100,-100,-76,-74,-58,-60,-74,-69,1
941,-84,-70,-82,-86,-66,-69,-58,-59,-66,-74,1
942,-100,-77,-81,-81,-66,-80,-57,-69,-73,-75,1
943,-75,-81,-85,-80,-66,-74,-54,-62,-71,-100,1
944,-76,-71,-100,-84,-65,-72,-54,-69,-67,-70,1
945,-74,-78,-100,-79,-66,-81,-59,-65,-78,-70,1
946,-81,-80,-78,-74,-69,-69,-59,-62,-73,-71,1
947,-79,-71,-78,-77,-70,-72,-58,-62,-77,-81,1
948,-74,-70,-85,-83,-69,-71,-56,-72,-65,-75,1
949,-100,-74,-81,-100,-71,-69,-57,-70,-81,-72,1
950,-80,-75,-78,-100,-79,-67,-57,-75,-65,-76,1
951,-84,-69,-100,-100,-66,-64,-58,-71,-66,-71,1
952,-82,-67,-89,-76,-69,-65,-55,-69,-77,-82,1
953,-81,-86,-86,-79,-69,-67,-54,-100,-73,-74,1
954,-79,-80,-81,-79,-73,-80,-55,-65,-67,-76,1
955,-100,-71,-100,-100,-67,-77,-52,-64,-65,-75,2
956,-100,-74,-85,-100,-69,-71,-53,-63,-66,-78,2
957,-75,-77,-81,-82,-67,-69,-55,-68,-68,-77,2
958,-77,-73,-100,-86,-63,-74,-52,-67,-65,-81,2
959,-74,-76,-84,-100,-60,-72,-52,-65,-64,-67,2
960,-78,-70,-87,-85,-64,-70,-56,-66,-69,-66,2
961,-78,-70,-80,-76,-72,-67,-55,-68,-71,-72,2
962,-72,-76,-79,-78,-67,-68,-56,-67,-71,-77,2
963,-78,-72,-80,-82,-70,-69,-56,-66,-73,-76,2
964,-85,-77,-84,-80,-66,-78,-56,-62,-74,-71,2
965,-82,-84,-83,-77,-70,-100,-55,-62,-70,-72,2
966,-83,-81,-84,-77,-68,-100,-55,-62,-71,-69,2
967,-84,-76,-83,-79,-65,-77,-55,-61,-72,-71,2
968,-82,-75,-84,-79,-66,-75,-56,-61,-71,-70,2
969,-81,-77,-81,-80,-66,-76,-56,-61,-69,-70,2
970,-81,-77,-81,-79,-66,-78,-55,-61,-70,-70,2
971,-81,-78,-83,-79,-66,-79,-56,-62,-70,-71,2
972,-82,-78,-86,-79,-66,-78,-56,-62,-70,-70,2
973,-83,-78,-84,-79,-66,-78,-56,-62,-69,-70,2
974,-81,-77,-83,-79,-66,-77,-55,-61,-71,-70,2
975,-100,-100,-100,-100,-100,-100,-57,-62,-100,-70,2
976,-82,-77,-84,-79,-67,-77,-57,-62,-70,-70,2
977,-82,-77,-83,-79,-66,-78,-57,-62,-70,-71,2
978,-82,-77,-83,-78,-66,-77,-56,-61,-70,-71,2
979,-82,-77,-83,-79,-66,-77,-57,-62,-70,-70,2
980,-82,-77,-84,-79,-66,-76,-56,-62,-70,-69,2
981,-82,-78,-82,-79,-66,-78,-56,-61,-70,-71,2
982,-82,-77,-83,-79,-66,-78,-56,-61,-70,-71,2
983,-81,-100,-83,-79,-67,-79,-56,-62,-69,-70,2
984,-81,-77,-84,-79,-66,-78,-55,-62,-70,-70,2
985,-82,-77,-82,-79,-66,-78,-56,-61,-70,-69,2
986,-82,-78,-83,-79,-67,-78,-57,-61,-69,-70,2
987,-82,-77,-83,-79,-67,-78,-55,-61,-70,-70,2
988,-82,-78,-84,-78,-67,-77,-57,-62,-69,-71,2
989,-81,-77,-83,-79,-66,-78,-56,-62,-70,-69,2
990,-82,-77,-84,-78,-66,-78,-56,-62,-69,-70,2
991,-80,-77,-100,-78,-66,-78,-56,-61,-70,-70,2
992,-82,-77,-82,-79,-66,-79,-57,-61,-70,-71,2
993,-81,-77,-81,-78,-67,-77,-57,-61,-70,-70,2
994,-81,-77,-83,-79,-66,-78,-56,-61,-69,-70,2
995,-82,-78,-82,-80,-66,-76,-56,-61,-70,-70,2
996,-82,-77,-80,-78,-66,-78,-58,-61,-70,-70,2
997,-82,-78,-81,-77,-67,-77,-56,-61,-69,-70,2
998,-81,-77,-81,-77,-66,-78,-56,-62,-70,-71,2
999,-82,-77,-82,-79,-67,-77,-56,-61,-70,-70,2
1000,-81,-77,-81,-79,-66,-79,-56,-61,-70,-69,2
1001,-83,-77,-81,-78,-67,-78,-57,-62,-69,-70,2
1002,-82,-78,-83,-79,-66,-78,-56,-61,-69,-70,2
1003,-82,-77,-84,-79,-66,-78,-57,-61,-69,-70,2
1004,-81,-77,-83,-78,-67,-78,-55,-61,-69,-70,2
1005,-82,-77,-83,-78,-66,-78,-56,-61,-69,-70,2
1006,-81,-77,-84,-79,-66,-77,-56,-61,-69,-70,2
1007,-82,-77,-84,-78,-67,-78,-56,-61,-69,-71,2
1008,-81,-77,-83,-78,-67,-78,-55,-61,-69,-71,2
1009,-82,-78,-83,-79,-66,-79,-56,-62,-70,-71,2
1010,-82,-77,-83,-78,-67,-77,-56,-61,-70,-70,2
1011,-81,-78,-83,-79,-66,-79,-56,-61,-69,-70,2
1012,-81,-78,-83,-80,-66,-78,-56,-61,-69,-71,2
1013,-81,-77,-81,-79,-66,-78,-57,-62,-70,-70,2
1014,-80,-77,-83,-79,-66,-78,-56,-61,-69,-69,2
1015,-82,-77,-82,-79,-66,-79,-57,-62,-70,-70,2
1016,-81,-77,-83,-79,-66,-78,-57,-61,-70,-71,2
1017,-81,-78,-81,-78,-66,-79,-57,-62,-70,-70,2
1018,-82,-77,-84,-79,-66,-77,-56,-62,-69,-70,2
1019,-81,-77,-84,-79,-66,-78,-55,-61,-70,-69,2
1020,-81,-77,-82,-79,-67,-78,-56,-62,-70,-69,2
1021,-82,-77,-82,-79,-67,-79,-56,-61,-70,-70,2
1022,-100,-100,-100,-100,-100,-100,-57,-62,-100,-70,2
1023,-82,-77,-84,-79,-66,-78,-56,-62,-70,-70,2
1024,-82,-77,-83,-79,-66,-78,-56,-62,-69,-70,2
1025,-81,-77,-100,-78,-67,-78,-55,-61,-70,-70,2
1026,-81,-77,-83,-78,-66,-78,-57,-61,-70,-71,2
1027,-81,-77,-84,-79,-66,-77,-57,-61,-70,-70,2
1028,-81,-76,-83,-78,-66,-78,-55,-62,-70,-71,2
1029,-81,-77,-83,-78,-66,-78,-56,-61,-70,-70,2
1030,-82,-77,-82,-79,-66,-79,-58,-62,-71,-71,2
1031,-81,-78,-82,-78,-66,-78,-56,-61,-70,-70,2
1032,-81,-78,-82,-78,-66,-79,-56,-62,-70,-72,2
1033,-82,-77,-83,-78,-66,-76,-56,-61,-70,-71,2
1034,-81,-77,-82,-79,-66,-78,-57,-61,-71,-70,2
1035,-83,-77,-84,-79,-66,-78,-56,-61,-70,-71,2
1036,-82,-77,-83,-78,-66,-79,-57,-61,-70,-70,2
1037,-81,-78,-83,-79,-66,-78,-56,-61,-70,-71,2
1038,-81,-77,-83,-79,-66,-78,-56,-61,-70,-70,2
1039,-82,-78,-84,-79,-66,-78,-56,-62,-70,-71,2
1040,-81,-77,-84,-79,-66,-78,-56,-61,-70,-70,2
1041,-81,-78,-84,-78,-67,-78,-57,-62,-69,-70,2
1042,-81,-78,-84,-79,-67,-77,-55,-61,-70,-70,2
1043,-80,-78,-83,-79,-66,-77,-56,-62,-70,-72,2
1044,-82,-78,-84,-79,-66,-77,-56,-62,-70,-70,2
1045,-82,-78,-83,-79,-67,-78,-56,-62,-69,-71,2
1046,-81,-78,-84,-78,-66,-78,-57,-61,-70,-72,2
1047,-82,-79,-83,-78,-66,-78,-57,-62,-70,-100,2
1048,-83,-78,-84,-78,-66,-77,-56,-61,-69,-70,2
1049,-82,-78,-83,-79,-66,-79,-56,-62,-69,-71,2
1050,-83,-78,-84,-79,-66,-78,-56,-61,-70,-72,2
1051,-83,-100,-82,-78,-66,-80,-58,-62,-70,-71,2
1052,-84,-100,-83,-79,-66,-78,-56,-62,-69,-71,2
1053,-83,-100,-100,-79,-66,-81,-55,-62,-69,-100,2
1054,-83,-100,-82,-79,-66,-78,-56,-62,-70,-100,2
1055,-82,-100,-83,-79,-66,-80,-56,-61,-70,-100,2
1056,-84,-100,-83,-79,-66,-79,-56,-62,-70,-71,2
1057,-84,-77,-83,-79,-66,-80,-56,-61,-69,-70,2
1058,-84,-77,-83,-79,-66,-79,-56,-62,-69,-70,2
1059,-84,-77,-83,-79,-66,-82,-55,-61,-69,-70,2
1060,-83,-78,-83,-79,-66,-81,-56,-62,-70,-71,2
1061,-83,-78,-84,-80,-67,-81,-57,-62,-70,-70,2
1062,-84,-78,-82,-78,-66,-79,-56,-62,-69,-71,2
1063,-83,-77,-82,-78,-67,-79,-55,-61,-69,-71,2
1064,-84,-77,-83,-79,-66,-79,-55,-62,-70,-71,2
1065,-83,-78,-83,-79,-67,-78,-56,-62,-70,-70,2
1066,-83,-79,-82,-79,-66,-79,-58,-62,-69,-72,2
1067,-82,-78,-83,-79,-66,-78,-55,-61,-69,-72,2
1068,-83,-78,-82,-78,-66,-79,-57,-62,-70,-71,2
1069,-83,-78,-82,-78,-66,-78,-56,-61,-69,-70,2
1070,-82,-78,-82,-79,-66,-79,-56,-61,-69,-71,2
1071,-83,-78,-82,-79,-66,-78,-56,-61,-69,-71,2
1072,-82,-78,-81,-79,-66,-79,-57,-62,-69,-70,2
1073,-82,-78,-82,-79,-65,-79,-56,-62,-69,-70,2
1074,-83,-78,-82,-79,-66,-78,-55,-62,-69,-70,2
1075,-83,-78,-82,-79,-66,-79,-57,-62,-69,-71,2
1076,-82,-78,-82,-79,-66,-80,-55,-62,-69,-71,2
1077,-83,-79,-81,-79,-66,-81,-56,-62,-69,-71,2
1078,-84,-78,-81,-79,-66,-81,-56,-62,-69,-70,2
1079,-83,-78,-81,-78,-67,-82,-56,-62,-69,-71,2
1080,-83,-79,-81,-79,-67,-81,-56,-61,-69,-71,2
1081,-86,-78,-82,-79,-66,-83,-57,-62,-70,-72,2
1082,-84,-78,-82,-79,-66,-81,-56,-62,-70,-70,2
1083,-84,-78,-82,-79,-65,-81,-55,-62,-70,-70,2
1084,-84,-78,-82,-79,-66,-78,-56,-61,-70,-71,2
1085,-84,-77,-82,-79,-65,-80,-57,-62,-70,-71,2
1086,-84,-78,-83,-79,-65,-78,-56,-62,-69,-70,2
1087,-84,-77,-82,-79,-65,-78,-56,-62,-71,-71,2
1088,-84,-77,-83,-82,-64,-74,-57,-62,-75,-71,2
1089,-81,-73,-82,-100,-65,-70,-58,-64,-84,-72,2
1090,-77,-72,-80,-81,-72,-68,-55,-68,-72,-78,2
1091,-73,-73,-78,-79,-70,-68,-53,-67,-71,-80,2
1092,-73,-87,-88,-77,-66,-67,-54,-69,-74,-74,2
1093,-79,-69,-81,-76,-74,-68,-54,-66,-70,-72,2
1094,-79,-68,-100,-100,-64,-69,-56,-64,-68,-66,2
1095,-75,-76,-82,-80,-62,-76,-55,-100,-69,-73,2
1096,-77,-72,-82,-87,-62,-73,-52,-65,-64,-70,2
1097,-76,-75,-84,-84,-63,-72,-52,-63,-67,-79,2
1098,-77,-76,-83,-84,-65,-66,-58,-70,-64,-73,2
1099,-87,-78,-86,-100,-66,-72,-54,-63,-70,-75,2
1100,-85,-72,-100,-100,-69,-79,-54,-64,-64,-77,2
1101,-80,-77,-81,-78,-72,-83,-53,-66,-68,-73,1
1102,-81,-71,-79,-79,-71,-67,-55,-71,-72,-73,1
1103,-82,-75,-81,-83,-68,-64,-57,-76,-78,-67,1
1104,-78,-70,-78,-100,-64,-73,-62,-68,-63,-100,1
1105,-79,-70,-100,-85,-66,-80,-56,-66,-74,-72,1
1106,-73,-70,-86,-86,-67,-74,-59,-80,-66,-77,1
1107,-78,-71,-77,-77,-72,-71,-57,-62,-72,-100,1
1108,-85,-80,-80,-75,-70,-70,-64,-62,-74,-72,1
1109,-75,-78,-84,-85,-66,-84,-59,-66,-72,-69,1
1110,-76,-69,-84,-76,-68,-82,-54,-65,-66,-72,1
1111,-79,-73,-86,-81,-65,-76,-58,-70,-76,-75,1
1112,-77,-72,-84,-85,-67,-80,-60,-62,-74,-76,1
1113,-82,-77,-85,-82,-72,-72,-56,-58,-71,-78,1
1114,-77,-76,-85,-100,-70,-74,-56,-59,-74,-75,1
1115,-76,-100,-85,-76,-72,-74,-54,-62,-66,-76,1
1116,-74,-73,-100,-80,-69,-72,-55,-64,-73,-77,1
1117,-85,-72,-77,-84,-66,-73,-54,-61,-70,-74,1
1118,-83,-69,-76,-81,-69,-83,-62,-66,-66,-73,1
1119,-77,-86,-82,-79,-79,-73,-58,-59,-72,-71,1
1120,-80,-70,-86,-86,-71,-70,-62,-63,-66,-80,1
1121,-75,-68,-86,-85,-67,-72,-69,-65,-64,-72,1
1122,-80,-71,-76,-100,-79,-73,-58,-64,-66,-64,1
1123,-86,-78,-80,-81,-76,-82,-56,-68,-70,-67,1
1124,-72,-73,-74,-79,-64,-100,-57,-62,-67,-73,1
1125,-68,-73,-74,-78,-65,-67,-54,-62,-81,-77,1
1126,-77,-75,-87,-85,-68,-67,-62,-60,-67,-81,1
1127,-71,-88,-78,-79,-68,-67,-57,-61,-62,-64,1
1128,-76,-80,-75,-100,-68,-67,-59,-68,-63,-62,1
1129,-76,-76,-78,-79,-68,-71,-60,-72,-62,-72,1
1130,-85,-100,-100,-84,-67,-73,-62,-83,-71,-73,1
1131,-76,-100,-83,-81,-73,-100,-57,-70,-70,-65,1
1132,-73,-84,-100,-79,-64,-70,-58,-68,-67,-64,1
1133,-78,-73,-100,-81,-64,-72,-61,-64,-73,-68,1
1134,-83,-81,-84,-100,-66,-78,-57,-62,-61,-76,1
1135,-72,-77,-76,-86,-65,-68,-57,-66,-64,-68,1
1136,-100,-69,-75,-83,-62,-67,-63,-69,-67,-74,1
1137,-76,-74,-81,-76,-64,-72,-62,-67,-64,-69,1
1138,-80,-76,-79,-81,-69,-87,-59,-62,-62,-69,1
1139,-82,-78,-100,-100,-67,-70,-58,-66,-70,-75,1
1140,-78,-72,-87,-82,-64,-66,-64,-61,-67,-68,1
1141,-100,-74,-81,-100,-62,-83,-61,-65,-65,-81,1
1142,-79,-73,-80,-80,-68,-84,-61,-72,-74,-78,1
1143,-100,-74,-80,-79,-69,-70,-68,-70,-66,-72,1
1144,-69,-75,-85,-100,-67,-71,-60,-67,-67,-71,1
1145,-79,-67,-100,-80,-67,-66,-59,-69,-68,-64,1
1146,-77,-72,-82,-85,-66,-66,-65,-78,-66,-70,1
1147,-73,-83,-75,-85,-62,-76,-66,-69,-74,-72,1
1148,-73,-73,-82,-79,-65,-62,-69,-58,-67,-72,1
1149,-100,-100,-100,-100,-100,-65,-59,-55,-64,-74,1
1150,-78,-72,-86,-76,-68,-70,-55,-59,-64,-68,1
1151,-70,-73,-80,-80,-66,-87,-61,-69,-65,-62,1
1152,-72,-71,-80,-83,-72,-78,-66,-64,-61,-64,1
1153,-70,-71,-78,-87,-60,-76,-61,-61,-68,-64,0
1154,-74,-69,-85,-83,-60,-72,-62,-70,-70,-69,0
1155,-100,-82,-83,-83,-69,-72,-60,-67,-64,-65,0
1156,-75,-78,-100,-77,-69,-67,-65,-62,-58,-79,0
1157,-83,-100,-75,-77,-62,-65,-62,-60,-62,-66,0
1158,-78,-70,-85,-85,-80,-70,-67,-64,-60,-64,0
1159,-80,-74,-86,-100,-66,-70,-62,-57,-61,-73,0
1160,-100,-75,-86,-81,-63,-63,-64,-66,-68,-67,0
1161,-76,-69,-88,-79,-62,-67,-60,-65,-61,-68,0
1162,-79,-79,-78,-81,-62,-61,-64,-70,-65,-67,0
1163,-89,-77,-77,-100,-65,-69,-61,-65,-74,-64,0
1164,-73,-84,-84,-77,-70,-62,-61,-64,-62,-62,0
1165,-74,-72,-84,-76,-66,-71,-56,-70,-62,-67,0
1166,-72,-71,-86,-100,-65,-67,-59,-66,-59,-70,0
1167,-75,-68,-85,-77,-61,-74,-69,-75,-59,-67,0
1168,-84,-73,-84,-80,-58,-67,-59,-71,-58,-62,0
1169,-77,-82,-86,-79,-63,-59,-61,-64,-56,-72,0
1170,-80,-71,-100,-76,-60,-58,-64,-65,-61,-62,0
1171,-77,-72,-85,-76,-60,-65,-61,-65,-65,-75,0
1172,-73,-70,-84,-100,-56,-64,-65,-69,-68,-66,0
1173,-71,-67,-82,-81,-58,-68,-62,-67,-62,-68,0
1174,-77,-71,-86,-100,-62,-64,-62,-68,-60,-66,0
1175,-82,-65,-100,-100,-62,-67,-76,-61,-62,-63,0
1176,-70,-67,-100,-79,-58,-64,-60,-57,-60,-84,0
1177,-76,-78,-85,-79,-61,-61,-62,-79,-61,-73,0
1178,-100,-100,-100,-100,-77,-61,-61,-100,-61,-69,0
1179,-68,-70,-84,-77,-69,-66,-64,-62,-62,-70,0
1180,-69,-77,-81,-80,-62,-64,-70,-64,-62,-74,0
1181,-64,-67,-81,-84,-57,-75,-65,-59,-60,-66,0
1182,-64,-83,-82,-81,-58,-63,-58,-67,-58,-63,0
1183,-65,-81,-84,-81,-64,-61,-60,-66,-59,-64,0
1184,-65,-68,-81,-86,-70,-62,-67,-72,-60,-64,0
1185,-64,-70,-76,-79,-60,-54,-64,-69,-62,-78,0
1186,-65,-68,-73,-100,-57,-57,-60,-63,-72,-62,0
1187,-72,-71,-75,-83,-61,-59,-60,-63,-74,-66,0
1188,-68,-71,-85,-100,-61,-64,-62,-69,-68,-65,0
1189,-66,-81,-78,-86,-57,-64,-67,-69,-64,-71,0
1190,-68,-69,-79,-84,-58,-56,-63,-81,-60,-62,0
1191,-66,-66,-79,-83,-59,-57,-60,-73,-58,-79,0
1192,-68,-64,-100,-78,-58,-58,-61,-66,-56,-70,0
1193,-64,-77,-78,-100,-64,-56,-72,-65,-57,-69,0
1194,-67,-69,-74,-73,-58,-62,-62,-65,-62,-71,0
1195,-70,-74,-75,-76,-75,-62,-57,-62,-71,-66,0
1196,-65,-100,-100,-100,-64,-62,-63,-67,-62,-61,0
1197,-66,-70,-76,-75,-58,-61,-61,-64,-65,-79,0
1198,-76,-68,-73,-76,-58,-58,-63,-63,-64,-60,0
1199,-77,-64,-78,-79,-54,-58,-64,-72,-61,-66,0
1200,-75,-68,-78,-77,-55,-58,-66,-76,-64,-68,0
1201,-62,-61,-79,-82,-54,-57,-57,-65,-60,-65,0
1202,-62,-64,-80,-77,-55,-55,-64,-59,-67,-64,0
1203,-66,-69,-77,-74,-57,-63,-64,-64,-69,-64,0
1204,-75,-64,-81,-75,-100,-58,-61,-87,-69,-64,0
1205,-67,-66,-83,-77,-54,-54,-68,-68,-68,-69,0
1206,-75,-79,-83,-72,-67,-51,-69,-64,-64,-72,0
1207,-100,-100,-100,-100,-64,-54,-66,-67,-68,-64,0
1208,-64,-62,-79,-77,-54,-60,-73,-64,-74,-63,0
1209,-61,-62,-82,-100,-54,-57,-62,-63,-60,-70,0
1210,-75,-61,-71,-79,-57,-56,-60,-62,-59,-77,0
1211,-67,-57,-78,-75,-64,-56,-63,-61,-59,-66,0
1212,-64,-61,-86,-72,-54,-63,-69,-62,-68,-74,0
1213,-66,-65,-78,-75,-62,-58,-65,-60,-64,-67,0
1214,-73,-70,-77,-77,-62,-60,-69,-62,-59,-61,0
1215,-61,-61,-78,-76,-60,-61,-72,-65,-71,-62,0
1216,-64,-63,-84,-67,-56,-58,-65,-75,-62,-63,0
